고려제약,A014570,20210705,0,11750,12050,11650,11800,386535
고려제약,A014570,20210702,0,11550,11700,11500,11600,95911
고려제약,A014570,20210701,0,11450,11600,11350,11550,123446
고려제약,A014570,20210630,0,11300,11450,11300,11450,55798
고려제약,A014570,20210629,0,11350,11500,11250,11400,105089
고려제약,A014570,20210628,0,11350,11500,11200,11300,133089
고려제약,A014570,20210625,0,11400,11700,11350,11350,199360
고려제약,A014570,20210624,0,11450,11500,11250,11350,84984
고려제약,A014570,20210623,0,11350,11650,11250,11350,214336
고려제약,A014570,20210622,0,10950,11450,10900,11300,261158
고려제약,A014570,20210621,0,11000,11050,10750,10850,110643
고려제약,A014570,20210618,0,11100,11150,11000,11000,54073
고려제약,A014570,20210617,0,10950,11100,10950,11100,54167
고려제약,A014570,20210616,0,10900,11150,10900,11000,88190
고려제약,A014570,20210615,0,11250,11250,10900,10900,126959
고려제약,A014570,20210614,0,11150,11250,11000,11200,78817
고려제약,A014570,20210611,0,11200,11300,11050,11100,88855
고려제약,A014570,20210610,0,11050,11400,11050,11150,213338
고려제약,A014570,20210609,0,11300,11400,11000,11050,96722
고려제약,A014570,20210608,0,11900,11950,11250,11300,744760
고려제약,A014570,20210607,0,11350,11450,11150,11250,71261
고려제약,A014570,20210604,0,10850,11450,10750,11300,333972
고려제약,A014570,20210603,0,10850,10950,10800,10850,53683
고려제약,A014570,20210602,0,11100,11100,10750,10850,86947
고려제약,A014570,20210601,0,10950,11100,10850,11000,44074
고려제약,A014570,20210531,0,10750,11000,10750,10900,42733
고려제약,A014570,20210528,0,10700,10850,10600,10850,45234
고려제약,A014570,20210527,0,10800,10800,10650,10700,59829
고려제약,A014570,20210526,0,10750,10850,10650,10750,29834
고려제약,A014570,20210525,0,10650,10800,10650,10750,40967
고려제약,A014570,20210524,0,11000,11000,10550,10700,62915
고려제약,A014570,20210521,0,11100,11100,10850,11000,73600
고려제약,A014570,20210520,0,11000,11150,10750,11000,58227
고려제약,A014570,20210518,0,11100,11250,10850,11050,91469
고려제약,A014570,20210517,0,10950,11250,10950,11100,174090
고려제약,A014570,20210514,0,10700,10850,10650,10800,64904
고려제약,A014570,20210513,0,10800,10950,10600,10700,97682
고려제약,A014570,20210512,0,11250,11300,10800,11000,102111
고려제약,A014570,20210511,0,11100,11300,11100,11200,64187
고려제약,A014570,20210510,0,11100,11250,11100,11200,69659
고려제약,A014570,20210507,0,10950,11150,10950,11050,57297
고려제약,A014570,20210506,0,10700,11100,10700,11000,46834
고려제약,A014570,20210504,0,10850,11000,10650,10800,104841
고려제약,A014570,20210503,0,10850,11250,10850,10900,65688
고려제약,A014570,20210430,0,11050,11300,10900,10950,96436
고려제약,A014570,20210429,0,11350,11400,11000,11050,126203
고려제약,A014570,20210428,0,11600,11700,11250,11350,141191
고려제약,A014570,20210427,0,12150,12200,11500,11600,332118
고려제약,A014570,20210426,0,12100,12350,12050,12100,127004
고려제약,A014570,20210423,0,12100,12500,12000,12200,197324
고려제약,A014570,20210422,0,12350,12350,12050,12100,111091
고려제약,A014570,20210421,0,12400,12400,11850,12200,176584
고려제약,A014570,20210420,0,12200,12500,11700,12450,304306
고려제약,A014570,20210419,0,11900,12350,11850,12300,253933
고려제약,A014570,20210416,0,12000,12050,11700,11850,102478
고려제약,A014570,20210415,0,11950,12000,11550,11900,155881
고려제약,A014570,20210414,0,11950,12100,11650,11850,125227
고려제약,A014570,20210413,0,12150,12200,11700,11900,161153
고려제약,A014570,20210412,0,11800,12250,11700,12050,321863
고려제약,A014570,20210409,0,11750,11950,11450,11700,146397
고려제약,A014570,20210408,0,11300,11850,11200,11750,159581
고려제약,A014570,20210407,0,11350,11400,11100,11400,63494
고려제약,A014570,20210406,0,11400,11450,11100,11250,59510
고려제약,A014570,20210405,0,11400,11550,11250,11400,102795
고려제약,A014570,20210402,0,11500,11500,11200,11300,53261
고려제약,A014570,20210401,0,11300,11450,11150,11400,58032
고려제약,A014570,20210331,0,11100,11500,11050,11300,194328
고려제약,A014570,20210330,0,10950,11150,10800,11050,57077
고려제약,A014570,20210329,0,11050,11400,10950,11000,69434
고려제약,A014570,20210326,0,11050,11400,10950,11050,66988
고려제약,A014570,20210325,0,11000,11200,10900,11100,57794
고려제약,A014570,20210324,0,11250,11350,11000,11100,52359
고려제약,A014570,20210323,0,11500,11550,11200,11300,84630
고려제약,A014570,20210322,0,11750,11800,11400,11550,134133
고려제약,A014570,20210319,0,11000,11750,10800,11700,268850
고려제약,A014570,20210318,0,11300,11500,11050,11100,83413
고려제약,A014570,20210317,0,11200,11350,11000,11300,108849
고려제약,A014570,20210316,0,11550,11650,11100,11150,138005
고려제약,A014570,20210315,0,11100,11700,10850,11600,238455
고려제약,A014570,20210312,0,10700,11100,10700,11050,156949
고려제약,A014570,20210311,0,10550,10800,10300,10800,169397
고려제약,A014570,20210310,0,10450,10750,10400,10500,148982
고려제약,A014570,20210309,0,10250,10500,10050,10400,150749
고려제약,A014570,20210308,0,10050,10400,10000,10150,113143
고려제약,A014570,20210305,0,10050,10050,9970,10050,41561
고려제약,A014570,20210304,0,10050,10100,9930,10100,76962
고려제약,A014570,20210303,0,10000,10250,9990,10100,89385
고려제약,A014570,20210302,0,10150,10250,10000,10050,116752
고려제약,A014570,20210226,0,10200,10350,9910,10000,337490
고려제약,A014570,20210225,0,10900,11050,10500,10550,334291
고려제약,A014570,20210224,0,12100,12100,10650,10750,412067
고려제약,A014570,20210223,0,11400,12050,11400,12000,375687
고려제약,A014570,20210222,0,11050,12100,10900,11800,993921
고려제약,A014570,20210219,0,11000,11200,10800,10900,75450
고려제약,A014570,20210218,0,11150,11250,11000,11100,110264
고려제약,A014570,20210217,0,10900,11150,10700,11050,116638
고려제약,A014570,20210216,0,11000,11250,10600,10900,96452
고려제약,A014570,20210215,0,10900,11100,10900,11000,97875
고려제약,A014570,20210210,0,10700,11150,10600,10900,154150
고려제약,A014570,20210209,0,10650,10750,10500,10600,60772
고려제약,A014570,20210208,0,10400,10650,10300,10600,88652
고려제약,A014570,20210205,0,10300,10550,10250,10400,62473
고려제약,A014570,20210204,0,10400,10400,10150,10300,102410
고려제약,A014570,20210203,0,10350,10450,10200,10400,64951
고려제약,A014570,20210202,0,10300,10450,10200,10250,100547
고려제약,A014570,20210201,0,10050,10400,10000,10200,143581
고려제약,A014570,20210129,0,11050,11050,9980,10200,300038
고려제약,A014570,20210128,0,11150,11400,10800,10950,240878
고려제약,A014570,20210127,0,11600,11700,11400,11550,175465
고려제약,A014570,20210126,0,11400,11750,11150,11600,206104
고려제약,A014570,20210125,0,11500,11900,11250,11300,250204
고려제약,A014570,20210122,0,11500,11700,11350,11500,264777
고려제약,A014570,20210121,0,11200,11600,11200,11350,268086
고려제약,A014570,20210120,0,11150,11400,11100,11150,218448
고려제약,A014570,20210119,0,11600,11850,10750,11100,576791
고려제약,A014570,20210118,0,10850,11850,10700,11550,1375184
고려제약,A014570,20210115,0,10600,11150,10500,10950,650968
고려제약,A014570,20210114,0,10550,10850,10350,10450,281837
고려제약,A014570,20210113,0,9840,11450,9800,10750,2184092
고려제약,A014570,20210112,0,9900,10100,9810,9820,90850
고려제약,A014570,20210111,0,10150,10200,9800,9900,211920
고려제약,A014570,20210108,0,10450,10550,10050,10150,266126
고려제약,A014570,20210107,0,10650,10700,10350,10450,160679
고려제약,A014570,20210106,0,10200,10850,10150,10600,520357
고려제약,A014570,20210105,0,10150,10300,9860,10150,233648
고려제약,A014570,20210104,0,10300,10400,10050,10150,124651
고려제약,A014570,20201230,0,10200,10400,10150,10300,107130
고려제약,A014570,20201229,0,10100,10300,10100,10200,96046
고려제약,A014570,20201228,0,10500,10500,10050,10150,215577
고려제약,A014570,20201224,0,10850,11000,10450,10450,236302
고려제약,A014570,20201223,0,11200,11750,10850,10850,569789
고려제약,A014570,20201222,0,11350,11850,11100,11150,1148690
고려제약,A014570,20201221,0,10600,11300,10450,11250,677425
고려제약,A014570,20201218,0,10550,10750,10500,10600,131618
고려제약,A014570,20201217,0,10800,10800,10400,10500,128368
고려제약,A014570,20201216,0,11000,11000,10600,10700,130536
고려제약,A014570,20201215,0,10850,11050,10600,10900,218062
고려제약,A014570,20201214,0,10650,11000,10550,10800,225112
고려제약,A014570,20201211,0,10450,10750,10350,10650,139997
고려제약,A014570,20201210,0,10600,10650,10250,10450,115001
고려제약,A014570,20201209,0,10450,10800,10450,10600,129925
고려제약,A014570,20201208,0,10850,10900,10400,10400,108126
고려제약,A014570,20201207,0,10450,10800,10450,10800,158367
고려제약,A014570,20201204,0,10950,10950,10400,10450,147773
고려제약,A014570,20201203,0,10800,11050,10650,10850,188693
고려제약,A014570,20201202,0,11000,11100,10700,10750,144031
고려제약,A014570,20201201,0,10650,10900,10550,10850,157549
고려제약,A014570,20201130,0,10600,11000,10500,10700,469574
고려제약,A014570,20201127,0,10200,10650,10150,10350,297347
고려제약,A014570,20201126,0,10250,10350,10050,10250,82757
고려제약,A014570,20201125,0,10350,10550,10000,10150,113731
고려제약,A014570,20201124,0,10550,10600,10300,10350,106101
고려제약,A014570,20201123,0,10850,10850,10400,10500,192112
고려제약,A014570,20201120,0,10700,10850,10500,10750,194096
고려제약,A014570,20201119,0,10450,10750,10300,10700,238076
고려제약,A014570,20201118,0,9990,10600,9990,10450,324434
고려제약,A014570,20201117,0,10200,10200,9960,9990,82307
고려제약,A014570,20201116,0,10100,10250,10000,10100,100498
고려제약,A014570,20201113,0,10300,10300,9950,10100,99480
고려제약,A014570,20201112,0,10350,10400,10150,10300,104100
고려제약,A014570,20201111,0,9950,10250,9840,10250,214847
고려제약,A014570,20201110,0,10100,10150,9900,9930,122420
고려제약,A014570,20201109,0,9930,10200,9920,10050,118829
고려제약,A014570,20201106,0,9970,10250,9780,9880,237865
고려제약,A014570,20201105,0,9990,10050,9850,9860,131047
고려제약,A014570,20201104,0,9710,9900,9570,9690,91432
고려제약,A014570,20201103,0,9420,9670,9420,9640,48381
고려제약,A014570,20201102,0,9370,9510,9270,9380,36236
고려제약,A014570,20201030,0,9590,9750,9300,9310,65850
고려제약,A014570,20201029,0,9310,9600,9230,9600,89869
고려제약,A014570,20201028,0,9210,9560,9210,9560,66902
고려제약,A014570,20201027,0,9320,9620,9300,9320,139239
고려제약,A014570,20201026,0,9920,10000,9450,9470,161966
고려제약,A014570,20201023,0,9890,10100,9860,9980,84285
고려제약,A014570,20201022,0,10000,10050,9840,9890,80361
고려제약,A014570,20201021,0,9900,10150,9900,10050,64526
고려제약,A014570,20201020,0,9900,10100,9630,9900,122359
고려제약,A014570,20201019,0,9940,10250,9930,10000,74352
고려제약,A014570,20201016,0,10300,10350,9850,9990,167760
고려제약,A014570,20201015,0,10550,10650,10050,10350,173353
고려제약,A014570,20201014,0,10600,10800,10500,10600,109738
고려제약,A014570,20201013,0,11000,11000,10600,10600,137455
고려제약,A014570,20201012,0,11050,11100,10850,10900,90332
고려제약,A014570,20201008,0,11350,11350,10950,10950,168099
고려제약,A014570,20201007,0,10800,11250,10750,11150,146613
고려제약,A014570,20201006,0,11250,11700,10950,10950,462952
고려제약,A014570,20201005,0,10650,11700,10500,10950,629119
고려제약,A014570,20200929,0,10600,11050,10250,10700,454254
고려제약,A014570,20200928,0,10300,10500,10250,10500,156743
고려제약,A014570,20200925,0,10000,10550,9770,10100,666466
고려제약,A014570,20200924,0,10100,10650,9500,9800,404618
고려제약,A014570,20200923,0,10850,11050,9980,10450,388130
고려제약,A014570,20200922,0,11250,11500,10500,10700,337543
고려제약,A014570,20200921,0,12200,12250,11250,11350,382086
고려제약,A014570,20200918,0,12300,12300,11800,11950,435966
고려제약,A014570,20200917,0,13000,13150,12000,12300,1438974
고려제약,A014570,20200916,0,11750,13200,11700,12400,3369408
고려제약,A014570,20200915,0,11950,12050,11600,11700,193912
고려제약,A014570,20200914,0,12150,12250,11850,11900,192798
고려제약,A014570,20200911,0,12000,12200,11800,12150,253201
고려제약,A014570,20200910,0,12650,12700,11850,12000,560172
고려제약,A014570,20200909,0,12450,13200,12350,12500,1963099
고려제약,A014570,20200908,0,12500,12650,12150,12450,628367
고려제약,A014570,20200907,0,12300,12600,12050,12450,507815
고려제약,A014570,20200904,0,11800,12350,11700,12250,501128
고려제약,A014570,20200903,0,12350,13350,12300,12300,3166734
고려제약,A014570,20200902,0,11950,12450,11650,12300,1422146
고려제약,A014570,20200901,0,11300,12200,11250,11900,2059070
고려제약,A014570,20200831,0,11200,11400,11100,11200,182424
고려제약,A014570,20200828,0,11250,11550,11000,11200,234455
고려제약,A014570,20200827,0,11800,11800,11150,11250,421925
고려제약,A014570,20200826,0,11250,11850,10950,11850,1125195
고려제약,A014570,20200825,0,10700,11200,10600,11150,229203
고려제약,A014570,20200824,0,10500,10750,10400,10600,158726
고려제약,A014570,20200821,0,11050,11150,10400,10500,308489
고려제약,A014570,20200820,0,10900,11500,10600,11050,388274
고려제약,A014570,20200819,0,10500,11250,10500,11000,427341
고려제약,A014570,20200818,0,11150,11200,10150,10500,219824
고려제약,A014570,20200814,0,10950,11050,10600,10850,226461
고려제약,A014570,20200813,0,11250,11300,11000,11050,157071
고려제약,A014570,20200812,0,11550,11700,10950,11150,435361
고려제약,A014570,20200811,0,12150,12250,11650,11800,289438
고려제약,A014570,20200810,0,11750,12400,11750,12250,574969
고려제약,A014570,20200807,0,11950,12050,11500,11900,315708
고려제약,A014570,20200806,0,12250,12700,11850,11950,745678
고려제약,A014570,20200805,0,12150,12450,11850,12100,642998
고려제약,A014570,20200804,0,11400,12150,11400,12050,832394
고려제약,A014570,20200803,0,11450,11450,11100,11400,244073
고려제약,A014570,20200731,0,10850,11400,10850,11350,377862
고려제약,A014570,20200730,0,11250,11250,10700,10950,373340
고려제약,A014570,20200729,0,11100,11350,11000,11150,231448
고려제약,A014570,20200728,0,11400,11500,10750,11300,554718
고려제약,A014570,20200727,0,12150,12350,11150,11200,1071595
고려제약,A014570,20200724,0,12900,13850,12500,12500,3090353
고려제약,A014570,20200723,0,12500,14650,12100,13050,10745126
고려제약,A014570,20200722,0,11950,12500,11500,12400,1141113
고려제약,A014570,20200721,0,11850,12750,11700,11850,2722944
고려제약,A014570,20200720,0,11600,12000,11450,11800,520103
고려제약,A014570,20200717,0,11250,11600,11100,11600,153600
고려제약,A014570,20200716,0,11550,11700,11150,11250,163307
고려제약,A014570,20200715,0,11550,11850,11200,11550,310581
고려제약,A014570,20200714,0,11500,11850,11250,11400,479282
고려제약,A014570,20200713,0,11350,11700,11200,11400,275077
고려제약,A014570,20200710,0,11000,11400,10900,11300,249717
고려제약,A014570,20200709,0,10850,11000,10750,11000,129159
고려제약,A014570,20200708,0,11600,11750,10800,10800,807016
고려제약,A014570,20200707,0,10950,11450,10650,11050,431053
고려제약,A014570,20200706,0,10900,11400,10800,10900,328520
고려제약,A014570,20200703,0,10850,10950,10550,10850,111202
고려제약,A014570,20200702,0,10550,10900,10550,10700,133968
고려제약,A014570,20200701,0,10850,11000,10500,10500,164200
고려제약,A014570,20200630,0,11350,11350,10450,10950,254541
고려제약,A014570,20200629,0,11200,11450,11050,11150,190204
고려제약,A014570,20200626,0,11900,11900,11100,11200,347094
고려제약,A014570,20200625,0,11350,12000,11200,12000,404782
고려제약,A014570,20200624,0,11200,11850,11100,11600,534279
고려제약,A014570,20200623,0,11300,11450,11000,11200,248734
고려제약,A014570,20200622,0,11500,11750,11100,11300,271799
고려제약,A014570,20200619,0,11700,11850,11100,11600,319232
고려제약,A014570,20200618,0,12300,12450,11650,11650,521905
고려제약,A014570,20200617,0,11700,12300,11500,12200,783457
고려제약,A014570,20200616,0,11300,12000,11150,11700,596895
고려제약,A014570,20200615,0,12350,12600,11000,11000,1002114
고려제약,A014570,20200612,0,12300,12900,12150,12450,1359847
고려제약,A014570,20200611,0,12250,12650,12100,12600,1470123
고려제약,A014570,20200610,0,12350,12850,12050,12050,1762439
